title,company,url
풀스택 개발자 채용,코드비전㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48508557?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=92&sc=630
[모비데이즈] AI/AX 개발자,㈜모비데이즈,https://www.jobkorea.co.kr/Recruit/GI_Read/48463130?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=93&sc=630
석박사 인공지능 개발자,코드비전㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48508532?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=94&sc=630
[IT기업] 벡엔드 엔지니어(AI Domain),㈜인포유앤컴퍼니,https://www.jobkorea.co.kr/Recruit/GI_Read/48375266?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=95&sc=630
AI 마케팅 솔루션 세일즈 및 기획 담당자,팡고지와이㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48423039?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=96&sc=630
2026년 상반기 (주)싸이웍스 신입/경력자 공개 채용,㈜싸이웍스,https://www.jobkorea.co.kr/Recruit/GI_Read/48343110?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=97&sc=630
"웹 기반 SaaS 솔루션, AI 연구개발자 채용",㈜에이아이지먼트,https://www.jobkorea.co.kr/Recruit/GI_Read/48316010?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=98&sc=630
프론트엔드 & 백엔드 개발자 채용,코드비전㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48508542?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=99&sc=630
AI Machine Learning 엔지니어,㈜메타넷엑스,https://www.jobkorea.co.kr/Recruit/GI_Read/48379371?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=100&sc=630
웹디자이너,에스씨301의원,https://www.jobkorea.co.kr/Recruit/GI_Read/48410150?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=101&sc=630
