Unnamed: 0,keyword,title,company,location,career,education,work_type,deadline,link,rec_idx,keyword_text,crawled_at,corp_domain,responsibilities,qualifications,preferred_quali,hiring_process,benefits,salary
0,AI 에이전트,AI 에이전트핵심 개발자,(주)싸이버로지텍,서울 마포구,경력 3~10년,대졸↑,정규직·계약직,~ 02/08(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52777191&location=ts&searchword=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=4d05e7f9-6e95-4543-8408-ac7729f29900,52777191,키워드 없음,2026-02-02 08:55:37,응용 소프트웨어 개발 및 공급업,"ALLEGRO NX 라는 해운IT솔루션 개발에 참여하여 Chatbot, RAG, LLM을 활용한
설계 및 개발
수행
ㆍAI Agent Chatbot Framework 개발
ㆍAI Agent RAG Framework 개발
ㆍAI Agent OpenAI LLM 연계 개발
ㆍAI Agent Business API 신규 개발
ㆍRPA 연결 작업을 위한 신규 개발
ㆍRAG 시스템 구축 및 최적화
ㆍFastAPI 프레임워크 및 관련 라이브러리를 활용한 백엔드 개발
수행
ㆍReact 기반 프론트엔드 개발 수행
ㆍLongChain, LangGraph, LangSmith, LangGraph Studio를 활용한 RAG 파이프라인 개발
ㆍMulti Agent 시스템에 대한 이해를 통한 개발
ㆍModular RAG 구조 설계 및 구현
설계 및 개발 업무 수행
ㆍFastAPI 프레임워크 및 관련 라이브러리를 활용한 백엔드 개발 업무 수행
ㆍModular RAG 구조 설계 및 구현","ㆍLLM 및 RAG 시스템 개발 경험을 보유 하신 분
ㆍFastAPI 기반 API 서버 개발 경험이 있으신 분
ㆍReact 기반 웹 어플리케이션 및 프론트엔드 개발 경험이 있으신 분
ㆍLangChain, LangGraph, LangSmith, LangGraph Studio에 대한 경험 또는 활용 능력이 있으신 분
ㆍMult-Agent 및 Modular RAG 개념에 대한 이해가 높으신 분
ㆍ영어 Writing/Reading을 통한 의사소통이 가능하신 분
ㆍ해외 출장에 결격 사유가 없으신 분
자격요건","ㆍ대규모 데이터 처리 및 벡터 검색 경험이 있으신 분
ㆍ클라우드 환경(Azure) 에서 RAG 시스템 구축 경험이 있으신 분
ㆍMLOps 또는 LLMOps 에 대한 경험이 있으신 분
ㆍLLM 파인튜닝 및 모델 경량화 경험이 있으신 분
ㆍ이미지 및 텍스트 멀티모달 학습 경험이 있으신 분
ㆍ영어 회화 가능자
(해외 고객 및 해외 개발팀과의 직접적인 의사소통 필수, 회의 참석 필수)
마감일 및 근무지
• 마감일 : 2026년 02월 08일
• 근무지
- 서울 마포구 월드컵북로 396, 16층","및 기타 지원 유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
ㆍBusiness Stream 단위 과제 연결 및 AI 개발 수행 과제 개발","주1회 재택근무 시행 중
최신형 LG Gram 노트북 지급
유연근무제도 및 자율퇴근
복지카드 충전
(직급 따라 연간 120~180만원 적립)
중식비 지원
(복지카드에 매월 근무일수 * 10000원
만큼 매달 1일 적립)
저축지원금
(매월 고정급의 2% 추가 적립)
생활안정보험금
(월 불입액에 50%, 최대 5만원)
건강검진 지원
(연1회)
장기근속에 따른 안식휴가 제도 운영
(5,10,15년차)
복지 및 혜택
유연근무제도 및 자율퇴근",
1,AI 에이전트,[서울지사]AI 에이전트및 워크플로우 엔지니어 모집,(주)인사이트온,서울 금천구,경력무관,초대졸↑,정규직,~ 02/20(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52887298&location=ts&searchword=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=4d05e7f9-6e95-4543-8408-ac7729f29900,52887298,AI(인공지능) Python Node.js SI·시스템통합 솔루션업체,2026-02-02 08:55:43,응용 소프트웨어 개발 및 공급업,"1.
LLM 기반 자율 에이전트 설계
• Agentic Workflow 구축
• RAG(검색 증강 생성) 최적화
• 외부 도구 및 API 연동
• 에이전트 성능 모니터링 및 평가
2. 지원요건
• Python 혹은 Node.js에 능숙하며, 비동기 프로그래밍에 대한 이해도가 높으신 분
• LangChain, LangGraph, LlamaIndex 중 하나 이상의 프레임워크를 활용해 보신 분
• OpenAI, Anthropic, Google Gemini 등 다양한 LLM API의 특성을 이해하시는 분
• Pinecone, Milvus, Weaviate 등 Vector DB 활용 경험 및 RDBMS와의 연동 경험자
3.","경력 무관
• 대학졸업(2,3년)이상
📋
📋 자격요건","Dify, n8n 등을 활용해 Low-code 기반의 자동화 워크플로우를 구축 경험자
• AutoGen, CrewAI 등을 사용해 다수의 에이전트 간 협업 구조 설계 경험자
• LangSmith 등을 활용한 에이전트 트레이싱(Tracing) 및 디버깅 경험자
• LLM 관련 오픈소스 프로젝트에 기여, 본인만의 AI 사이드 프로젝트 운영 경험자
📋
전공: 컴퓨터/시스템공학
• 보유역량: 해당직무 근무경험
🏠","접수기간 : 2026-01-21 16시 ~ 2026-02-20 24시
제출서류 : 자유양식 이력서
접수방법 : 사람인 입사지원
서류전형 → 1차면접 → 2차 면접(필요 시) → 최종합격 
🛎️ 유의사항
• 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
• 모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.
전형절차 : 서류전형 → 1차면접 → 2차 면접(필요 시) → 최종합격
면접 후 결정",접수방법 : 사람인 입사지원,"• 근무지 : 서울 금천구 디지털로 178
• 근무요일/시간 : 주 5일(월~금) 09:00~18:00
🚀"
2,AI 에이전트,[정규직]AI 에이전트백엔드 개발자 채용,(주)모닝인,서울 강남구,경력3년↑,초대졸↑,정규직,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52864746&location=ts&searchword=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=4d05e7f9-6e95-4543-8408-ac7729f29900,52864746,키워드 없음,2026-02-02 08:55:54,그 외 기타 분류 안된 사업지원 서비스업,"1. AI 에이전트 워크플로우 고도화
- LangGraph를 활용한 Text-to-SQL, RAG, 데이터 분석 에이전트 워크플로우 설계 및 구현
- LLM의 Tool Calling을 활용한 Agentic Workflow 구축
- 복잡한 사용자 의도(Intent) 분류 및 Context 관리 로직 최적화
2. SaaS 백엔드 API 개발 및 운영
- FastAPI 기반의 RESTful API 설계 및 구현
- 사용자, 조직, 권한 관리 등 B2B SaaS 필수 기능 개발
3. 데이터베이스 설계 및 운영
- 서비스 요건에 따른 PostgreSQL/Firestore 데이터 모델링 및 마이그레이션 관리
- 쿼리 성능 튜닝 및 데이터 무결성/일관성 최적화
- RLS(Row Level Security)를 활용한 안전한 멀티테넌시 데이터 격리 구현
4. 클라우드 인프라 및 보안 엔지니어링
- GCP 기반의 고가용성 인프라(Cloud Load Balancer, Cloud Armor, IAP) 운영 및 관리
- Cloud Build와 Artifact Registry를 활용한 Docker 컨테이너 CI/CD 파이프라인 최적화
- Cloud Monitoring/Logging을 활용한 시스템 관측 가능성(Observability) 확보 및 장애 대응
- Zero Trust 보안 모델 적용(IAP) 및 감사 로그(Audit Logs) 정책 수립 및 운영
■ 자격 요건
- Python 기반 백엔드 개발 경력 3년 이상, FastAPI와 SQLAlchemy(Async)를 활용한 비동기 아키텍처 설계/운영 경험이 있으신 분
- LangChain / LangGraph 등 LLM 오케스트레이션 도구를 활용하여 실제 AI 에이전트 서비스를 구축해 본 경험
- B2B SaaS 서비스 개발 경험: 멀티테넌시(Multi-tenancy) 환경에서의 데이터 격리(RLS 등) 및 아키텍처 설계 경험이 있으신 분
- 확장성을 고려한 RDBMS 데이터 모델링 및 쿼리 튜닝 역량을 보유하신 분
- 클라우드 인프라(GCP/AWS 등) 운영 경험: IAM, VPC 네트워크, 컨테이너 기반 배포 환경을 이해하고 구성할 수 있으신 분
- 주도적으로 문제를 정의하고 해결하는 것을 즐기시는 분
■
1. AI 에이전트 워크플로우 고도화
2. SaaS 백엔드 API 개발 및 운영
3. 데이터베이스 설계 및 운영
4. 클라우드 인프라 및 보안 엔지니어링
📋
■ 담당 업무
- LangGraph를 활용한 Text-to-SQL, RAG, 데이터 분석 에이전트 워크플로우 설계 및 구현
2. SaaS 백엔드 API 개발 및 운영
- FastAPI 기반의 RESTful API 설계 및 구현
3. 데이터베이스 설계 및 운영
- Python 기반 백엔드 개발 경력 3년 이상, FastAPI와 SQLAlchemy(Async)를 활용한 비동기 아키텍처 설계/운영 경험이 있으신 분
- B2B SaaS 서비스 개발 경험: 멀티테넌시(Multi-tenancy) 환경에서의 데이터 격리(RLS 등) 및 아키텍처 설계 경험이 있으신 분
2. SaaS 백엔드 API 개발 및 운영
3. 데이터베이스 설계 및 운영","경력 3년 이상
• 대학졸업(2,3년)이상
🏠
■ 자격 요건
📋 자격요건
• 경력 3년 이상","GCP 클라우드 경험: Google Cloud Platform(GCP) 환경에서의 실무 경험이 있으신 분
- Tech Stack 일치: LangGraph, LangChain, FastAPI 등 당사 기술 스택을 활용한 프로젝트 경험이 있으신 분
- 데이터 웨어하우스 경험: Google BigQuery 쿼리 작성 및 비용 구조에 대한 이해가 있으신 분
- GA4(Google Analytics 4) 데이터 스키마에 대한 이해도가 있으신 분
[","] : 서류검토 → 1차면접→ 2차면접 → 처우협의 → 채용
 📋
접수기간 : 2026-01-19 17시 ~ 2026-02-03 24시
제출서류 : 사람인 온라인 이력서
접수방법 : 사람인 입사지원
서류전형 → 1차면접 → 2차면접 → 최종합격 
🛎️ 유의사항
• 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
[전형절차] : 서류검토 → 1차면접→ 2차면접 → 처우협의 → 채용
전형절차 : 서류전형 → 1차면접 → 2차면접 → 최종합격
면접 후 협의
면접 후 결정","4대보험 / 퇴직금 / 연월차 / 인센티브 제도(GOPI)운영 / 체력단련비 및 도서구입비 지원
유연근무제 / 임직원 학자금 지원 제도
[
ㅁ 복리후생 : 4대보험 / 퇴직금 / 연월차 / 인센티브 제도(GOPI)운영 / 체력단련비 및 도서구입비 지원
유연근무제 / 임직원 학자금 지원 제도","및
ㅁ 주소 : 서울 강남구
ㅁ
• 근무지 : 서울 강남구 언주로 인근
🚀"
3,AI 에이전트,(주)에쓰비씨테크놀러지AI 에이전트기획 및 관리 신입 모집,(주)에쓰비씨테크놀러지,서울 강남구,경력무관,학력무관,정규직,~ 02/24(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52916304&location=ts&searchword=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=4d05e7f9-6e95-4543-8408-ac7729f29900,52916304,유지보수 기술지원 Linux 클라우드 Python,2026-02-02 08:56:06,응용 소프트웨어 개발 및 공급업,"Gemini 기반 AI 에이전트 기획 및 설계
- 고객의 요구사항을 논리적인 로직(시나리오, 프롬프트)으로 변환하여 기획
- Google의 최신 기술(ADK, A2A 등)을 빠르게 학습하여 서비스 흐름에 적용
프로젝트 관리 및 인도 개발팀 협업
- 에이전트 개발 프로젝트 일정, 리소스, 이슈 관리
- 인도 개발자들과의 데일리 커뮤니케이션 및 기술적
소통이 가능해야 합니다.
- 논리적 사고력과 빠른 학습 능력을 갖추신 분
- 생성형 AI(LLM)에 대한 높은 관심과 기초 이해
📋
Gemini 기반 AI 에이전트 기획 및 설계
- 해외 개발자와 화상 회의 및 메신저로 업무 소통이 가능해야 합니다.","전달 (영어)
에이전트 품질 분석 및 검증
- 에이전트 테스트 시나리오 작성
- 에이전트가 의도대로 답변하는지 테스트하고, 프롬프트 수정 등을 통해 답변 품질 개선
📋
경력 무관 (신입 지원 가능)
• 학력무관
- 해외 개발자와 화상 회의 및 메신저로
📋 자격요건
• 경력 무관 (신입 지원 가능)","컴퓨터 공학 관련 전공 또는 IT 개발 지식이 있는 분
- Google Cloud Platform 사용 경험이 있는 분
- 영어 회화(Speaking) 자격증이 있는 분
🏠","접수기간 : 2026-01-25 12시 ~ 2026-02-24 24시
제출서류 : 사람인 온라인 이력서
접수방법 : 사람인 입사지원
서류전형 → 1차면접 → 2차면접 → 최종합격 
🛎️ 유의사항
• 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
전형절차 : 서류전형 → 1차면접 → 2차면접 → 최종합격
면접 후 결정",접수방법 : 사람인 입사지원,"• 근무지 : 서울 강남구 테헤란로 151 역삼하이츠
🚀"
